0x5E6FD9587B680105,"target_id"
0x1AA92AD4AEF106FA,"is_valid_target"
0x3C7C0E277793F867,"fighter_kind"
0x99E8C7990FA56DC7,"copy_fighter_kind"
0x8F3714F03045C5C0,"rank"
0x55E070DE6113EDBA,"cp_type"
0xFCB9F7CD33C4103B,"cp_flag"
0x94E81E5D4720F0C9,"cp_slide_type"
0x12E6DE382C551019,"act_id"
0x13453D9FB37D58CA,"prev_act_id"
0xF03E6E403988D21C,"current_attack_start_frame"
0x5E571F28455EF12E,"current_attack_end_frame"
0x6FE3B49E429987CF,"current_attack_combo_end_frame"
0xFD25DFB687EAAF81,"current_attack_cancel_frame"
0x2D3ABF5E965BED96,"uniq_stat"
0x20175A1AAD9CDF63,"attack_phase"
0xEBC081E2FFCE7632,"check_stat_air"
0x08B66422ABAD46B6,"check_stat_build_max"
0x44AA791D110E404F,"check_stat_build_up"
0x1CB58CB18D4D71DD,"check_stat_rush"
0x4E84A9046187B52D,"check_stat_gorogoro"
0xD86E1DCEA9894E17,"check_stat_attention"
0x5BC3FBA1EB614AA1,"check_stat_weapon_op"
0x19CFA5B0F19DEFF6,"check_stat_final"
0x476D56C5D0415F7E,"check_stat_final_act"
0xB50DE15AFB77EFD2,"check_stat_catch_w"
0x051D061CD43CE3DD,"check_stat_dead"
0x7F1AE475B50AE738,"check_stat_loupe"
0x318D79E0490289F3,"check_stat_invincible"
0x49DE26D00D37E6C3,"check_stat_attack_catch"
0x6698DAC11C1A1BBE,"check_stat_passfall"
0x13B4AB1B9646A0F2,"check_stat_weak"
0xE33E4987D24F6434,"check_stat_damage_elec"
0xEAB4C9D0D91C4F69,"check_stat_reflect"
0x6F02B2E222951404,"check_stat_sp_dir"
0xC22D79F301A481C8,"check_stat_unguarded_hind"
0xA536BB0855CA57CE,"check_stat_unguarded"
0x198CA4FBC520DE11,"check_stat_combo"
0xD85770195C59EA42,"check_stat_no_jump"
0xF044F746F46D08ED,"check_stat_no_attack"
0x83F032FFBC66A866,"check_stat_powerup"
0x47610C7CBFE37373,"check_stat_cancelable"
0x79956FBF09C5209A,"check_stat_no_counter"
0x894D0870ABA03428,"check_stat_dash"
0xA12B9E731ECAA703,"check_stat_down"
0x5250B2561B8AA775,"check_stat_ladder"
0xD8B25A8A90A431D5,"check_stat_fall_sp"
0x9FB1E69CF375C92B,"check_stat_piyo"
0xBFF90806B8395579,"check_stat_piyo_s"
0xA00EDBC9AC715245,"check_stat_piyo_l"
0x6C66779C5E5AFBBA,"check_stat_dragoon"
0x8EE7805F1723F094,"check_stat_genesis"
0x591F6C7A341424E5,"check_stat_killer"
0xBB3FCD853E5C906A,"check_stat_cliff"
0x07FB6392B512D9A5,"check_stat_cliff_act"
0x43FF455F3362E992,"check_stat_catch"
0xA586E0A406CDCE52,"check_stat_damage"
0x3FE5FA54FAFC21AA,"check_stat_swim"
